target,text,cleaned_text,processed_text
0,one month ago i was the most happiest person.. n now.. ijustwannadie ,one month ago i was the most happiest person n now ijustwannadie,one month ago happiest person ijustwannadie
0,@elliotmacaluso I opened.... without you ,i opened without you,opened without
0,Ugh my mom took away half the cable ,ugh my mom took away half the cable,ugh mom took away half cable
1,Cousins graduation ,cousins graduation,cousin graduation
0,@MzDeDaze no i havent ,no i havent,havent
0,on my way to work.  ihop tonight with ezelle!,on my way to work ihop tonight with ezelle,way work ihop tonight ezelle
0,@hansonmusic I wish the fan event in Tulsa was NOT during my college graduation  miss you guys!,i wish the fan event in tulsa was not during my college graduation miss you guys,wish fan event tulsa college graduation miss guy
0,Funny home videos....... Wah........ Lonely ,funny home videos wah lonely,funny home video wah lonely
1,"@maciekl i have dual monitor osx and dual monitor win 7 setup.. to clarify, i can use the win 7 duals but only 1 mac .. ",i have dual monitor osx and dual monitor win setup to clarify i can use the win duals but only mac,dual monitor osx dual monitor win setup clarify use win duals mac
1,@EmVicW really? i interpret it as 'yes i can do that &amp; not bother u further' (hav said to bosses in the past) ,really i interpret it as yes i can do that amp not bother u further hav said to bosses in the past,really interpret yes amp bother hav said boss past
1, someone is happppy(:,someone is happppy,someone happppy
0,@andysc Probably just different. Welcome to proprietary driver development ,probably just different welcome to proprietary driver development,probably different welcome proprietary driver development
0,Heading to AIM to get my test done and then driving back to SD. I don't wanna leave  But I'll be back up tomorrow night!! Love. xx,heading to aim to get my test done and then driving back to sd i do not wanna leave but i will be back up tomorrow night love xx,heading aim get test done driving back sd wan na leave back tomorrow night love xx
0,@chrxs ive looked for days  this is worse then the porn they made for senior citizens..are those new slacks?,ive looked for days this is worse then the porn they made for senior citizensare those new slacks,ive looked day worse porn made senior citizensare new slack
1,@maureenjohnson maureen on screen ,maureen on screen,maureen screen
1,@vivis_jor http://twitpic.com/6hvue - The best band! Twitter! Bora fazer as faixas! ,the best band twitter bora fazer as faixas,best band twitter bora fazer faixas
1,"is happy that today is a good friday, don panic, be happy ",is happy that today is a good friday don panic be happy,happy today good friday panic happy
1,"@LorraineStanick Oh that's cool. My ex had a band, so I spent a lot of time home alone... At least you're bein productive tonite ",oh that is cool my ex had a band so i spent a lot of time home alone at least you are bein productive tonite,oh cool ex band spent lot time home alone least bein productive tonite
0,"@revdal @fibrefairy I keep dropping (un)subtle hints to @sjrdouglas, but I'm not sure that she's hearing them ",i keep dropping unsubtle hints to but i am not sure that she is hearing them,keep dropping unsubtle hint sure hearing
0,"Oh, arse! I missed the launch of SBS Two! ",oh arse i missed the launch of sbs two,oh arse missed launch sb two
1,@Lisa_Veronica hey Lisa! can't wait to see you in the US! looking forward to pretty reckless as well  take care ,hey lisa cannot wait to see you in the us looking forward to pretty reckless as well take care,hey lisa wait see u looking forward pretty reckless well take care
1,@JUMPINSOUNDS @CocaBeenSlinky did a really cool thing with a bubble video that might be worth looking into too ,did a really cool thing with a bubble video that might be worth looking into too,really cool thing bubble video might worth looking
1,@sitleclark thanks. ,thanks,thanks
1,@SallytheShizzle awww.. okay ,a okay,okay
0,Saw Walk the Line tonight.Never heard much Cash before.I could definitely appreciate this.Why do I only &quot;discover&quot; artists after they die ,saw walk the line tonightnever heard much cash beforei could definitely appreciate thiswhy do i only quotdiscoverquot artists after they die,saw walk line tonightnever heard much cash beforei could definitely appreciate thiswhy quotdiscoverquot artist die
1,has good girls go bad by cobra starship and leighton meester as her ring tone ,has good girls go bad by cobra starship and leighton meester as her ring tone,good girl go bad cobra starship leighton meester ring tone
1,"chillin, should be sleeping....I miss you, hun ",chillin should be sleepingi miss you hun,chillin sleepingi miss hun
1,LOADING... || watching nothing but the truth. ,loading watching nothing but the truth,loading watching nothing truth
0,and now it's raining again this side of Manila....where's the sun????... ,and now it is raining again this side of manilawhere is the sun,raining side manilawhere sun
1,is heading back home this afternoon after a great weekend up here ,is heading back home this afternoon after a great weekend up here,heading back home afternoon great weekend
1,Metro Station are in philippines! Fly me home! ,metro station are in philippines fly me home,metro station philippine fly home
0,Another vomit at 4am. A whole load of cuddly toys got it. Glad I live next door to a doctor. ,another vomit at am a whole load of cuddly toys got it glad i live next door to a doctor,another vomit whole load cuddly toy got glad live next door doctor
0,is thinking that laying down sounds nice....but I don't like the idea of sleeping while Dave flies over the Atlantic.  *sniff*,is thinking that laying down sounds nicebut i do not like the idea of sleeping while dave flies over the atlantic sniff,thinking laying sound nicebut like idea sleeping dave fly atlantic sniff
0,@TosynB sorry boo  who's wole bucknor?,sorry boo who is wole bucknor,sorry boo wole bucknor
0,@munkimatt yes but I can play while I work with this iPhone!! I smashed my screen on sat  ok add me in facebook!! Lady Vivienne McCourt!,yes but i can play while i work with this iphone i smashed my screen on sat ok add me in facebook lady vivienne mccourt,yes play work iphone smashed screen sat ok add facebook lady vivienne mccourt
0,OMJ... my birthday is in 2 weeks exactally! :/ im not ready!! and that means summers almost over! ,omj my birthday is in weeks exactally im not ready and that means summers almost over,omj birthday week exactally im ready mean summer almost
0,@tommcfly you met the fans on wednesday at hilton's bar. meet us! haha  i know you tired but we spent lost of money here just to see you ,you met the fans on wednesday at hilton is bar meet us haha i know you tired but we spent lost of money here just to see you,met fan wednesday hilton bar meet u haha know tired spent lost money see
1,"damn, i haven't read any more of breaking dawn, but i've got loads of piano music  might just go and experiment with them .......",damn i have not read any more of breaking dawn but i have got loads of piano music might just go and experiment with them,damn read breaking dawn got load piano music might go experiment
1,@sunnarose yay for the return of teaser tuesday ,yay for the return of teaser tuesday,yay return teaser tuesday
